record_id,workload_type,compute_demand_TFlops,storage_demand_TB,network_demand_Gbps,energy_source,energy_consumption_kWh,renewable_share_percent,carbon_emissions_kgCO2,qso_optimization_score,uncertainty_factor,security_level,pqc_enabled,energy_efficiency_index,service_quality_index,secure_operations_score,workload_scenario,scenario_strategy,operational_cost_usd,performance_metric
DC0757,IoT Processing,53.05,194.34,39.09,Grid,43723.74,98.53,1742.06,0.545,0.441,High,1,0.805,0.714,0.974,High,Balanced Approach,153982.46,0.952
DC0758,AI Training,181.81,66.94,80.45,Grid,29272.1,14.52,892.63,0.284,0.018,Low,0,0.91,0.549,0.671,Renewable Boost,Balanced Approach,62026.86,0.762
DC0759,Database Queries,26.27,96.93,90.23,Grid,17928.56,18.7,1934.85,0.948,0.075,Low,1,0.702,0.81,0.72,Peak,Balanced Approach,20871.11,0.717
DC0760,IoT Processing,48.5,40.02,20.75,Hybrid,40347.58,74.84,931.82,0.842,0.51,Quantum-Safe,0,0.611,0.572,0.854,Renewable Boost,Carbon-Neutral Objective,7229.37,0.694
DC0761,Web Hosting,204.49,122.55,7.16,Hybrid,27473.67,35.36,328.43,0.722,0.969,Medium,0,0.756,0.761,0.794,High,Balanced Approach,88352.85,0.813
DC0762,IoT Processing,75.03,56.86,87.8,Wind,4884.73,26.59,809.4,0.078,0.693,Medium,1,0.774,0.504,0.659,Peak,Performance-Driven Strategy,85015.83,0.646
DC0763,Database Queries,288.1,42.19,39.25,Wind,28726.68,13.54,1905.82,0.106,0.071,Low,1,0.769,0.658,0.777,Medium,Balanced Approach,197736.03,0.82
DC0764,Cloud Storage,347.84,103.8,54.41,Grid,45492.91,11.97,673.46,0.493,0.189,Medium,1,0.783,0.839,0.865,High,Balanced Approach,96611.4,0.601
DC0765,Web Hosting,402.29,2.1,96.82,Wind,20419.32,79.7,1742.79,0.161,0.771,Low,1,0.974,0.742,0.521,High,Performance-Driven Strategy,55001.58,0.73
DC0766,IoT Processing,108.07,2.53,7.12,Hybrid,15519.96,22.1,1768.44,0.978,0.841,Medium,1,0.951,0.989,0.506,Medium,Carbon-Neutral Objective,178789.74,0.688
DC0767,Database Queries,92.07,44.59,65.01,Solar,8030.0,52.09,732.86,0.159,0.618,Low,1,0.938,0.937,0.729,High,Performance-Driven Strategy,100758.25,0.988
DC0768,AI Training,61.24,8.31,7.87,Wind,8420.83,64.53,212.35,0.487,0.644,Medium,0,0.901,0.68,0.566,Low,Performance-Driven Strategy,121839.25,0.891
DC0769,Cloud Storage,321.85,22.5,37.86,Grid,22205.8,48.55,1462.89,0.364,0.028,Low,1,0.972,0.523,0.832,Low,Carbon-Neutral Objective,23655.4,0.74
DC0770,Cloud Storage,356.17,68.43,80.48,Grid,30188.31,12.44,657.45,0.639,0.829,Quantum-Safe,1,0.549,0.923,0.607,Low,Conventional,79668.7,0.637
DC0771,Database Queries,25.48,160.71,43.63,Solar,4950.15,80.52,1576.7,0.129,0.788,Quantum-Safe,0,0.633,0.956,0.716,Low,Carbon-Neutral Objective,189123.62,0.807
DC0772,IoT Processing,468.74,114.84,99.72,Hybrid,47038.86,10.95,913.18,0.43,0.259,Quantum-Safe,1,0.748,0.91,0.599,Renewable Boost,Performance-Driven Strategy,119953.55,0.685
DC0773,Cloud Storage,35.47,103.02,56.13,Wind,38001.55,78.57,996.27,0.275,0.709,Low,0,0.923,0.564,0.774,High,Energy-Efficient Focus,72177.86,0.815
DC0774,Web Hosting,275.24,59.4,32.46,Solar,29744.57,90.4,1566.92,0.888,0.215,Low,0,0.753,0.999,0.558,Medium,Performance-Driven Strategy,127005.1,0.934
DC0775,IoT Processing,357.44,186.42,22.4,Grid,41593.49,48.96,795.61,0.041,0.04,Medium,0,0.874,0.629,0.512,Medium,Conventional,182530.16,0.846
DC0776,Web Hosting,436.77,80.01,35.38,Solar,4929.15,58.2,914.1,0.914,0.201,Quantum-Safe,1,0.569,0.862,0.526,High,Energy-Efficient Focus,58428.17,0.854
DC0777,Web Hosting,359.9,18.33,37.57,Hybrid,24365.11,52.93,783.57,0.833,0.179,High,1,0.626,0.954,0.977,High,Energy-Efficient Focus,103497.76,0.816
DC0778,Web Hosting,402.85,123.8,7.34,Hybrid,31874.56,45.03,766.31,0.298,0.338,Quantum-Safe,1,0.866,0.618,0.571,Renewable Boost,Conventional,191944.68,0.971
DC0779,AI Training,176.33,23.65,37.27,Solar,41603.99,89.87,1075.6,0.789,0.418,High,1,0.582,0.954,0.854,Medium,Performance-Driven Strategy,38617.25,0.973
DC0780,Web Hosting,409.26,69.7,46.69,Grid,39390.01,90.45,1627.16,0.031,0.509,Low,1,0.676,0.655,0.534,High,Performance-Driven Strategy,145334.47,0.805
DC0781,IoT Processing,49.26,101.97,72.41,Hybrid,14576.39,40.22,755.45,0.967,0.477,Quantum-Safe,0,0.632,0.988,0.554,Peak,Performance-Driven Strategy,124823.8,0.722
DC0782,Database Queries,448.46,174.97,65.84,Solar,47103.13,65.36,1072.3,0.527,0.271,Quantum-Safe,0,0.675,0.641,0.754,Peak,Balanced Approach,137536.65,0.784
DC0783,IoT Processing,278.32,99.22,71.02,Hybrid,7092.95,93.42,1357.92,0.303,0.029,Low,0,0.854,0.977,0.732,Peak,Balanced Approach,73487.83,0.675
DC0784,AI Training,410.48,140.75,1.33,Hybrid,43881.55,96.59,575.41,0.363,0.605,Medium,0,0.684,0.527,0.976,High,Carbon-Neutral Objective,66206.48,0.855
DC0785,Cloud Storage,231.64,198.57,22.16,Grid,48576.07,55.81,591.17,0.066,0.396,Low,1,0.778,0.855,0.972,Renewable Boost,Performance-Driven Strategy,138420.89,0.8
DC0786,Web Hosting,325.35,27.17,66.34,Wind,9680.52,50.75,1870.16,0.989,0.299,High,1,0.55,0.766,0.89,High,Performance-Driven Strategy,47030.94,0.641
DC0787,Cloud Storage,267.94,55.67,48.66,Solar,36381.24,35.08,1460.89,0.039,0.867,Medium,1,0.903,0.739,0.801,Low,Energy-Efficient Focus,86832.68,0.679
DC0788,IoT Processing,368.48,79.52,1.03,Solar,2973.99,96.3,1175.51,0.655,0.747,High,1,0.685,0.612,0.727,Renewable Boost,Conventional,41694.06,0.792
DC0789,IoT Processing,50.0,84.94,80.55,Wind,20865.72,22.85,1313.05,0.443,0.858,Medium,1,0.824,0.853,0.678,High,Conventional,6619.44,0.955
DC0790,AI Training,39.57,82.79,77.39,Wind,26297.88,62.18,107.13,0.949,0.495,Medium,1,0.863,0.595,0.974,Renewable Boost,Balanced Approach,194161.19,0.827
DC0791,Cloud Storage,131.08,181.61,55.07,Grid,29451.62,35.43,1255.3,0.246,0.131,Low,0,0.605,0.776,0.801,Renewable Boost,Performance-Driven Strategy,89182.08,0.873
DC0792,Cloud Storage,88.18,143.09,7.11,Solar,46860.93,35.11,1043.54,0.532,0.696,Low,1,0.942,0.627,0.79,Low,Conventional,194023.17,0.736
DC0793,IoT Processing,437.17,121.97,76.77,Hybrid,33940.28,46.45,1114.21,0.482,0.206,High,0,0.808,0.978,0.616,Peak,Balanced Approach,32363.09,0.829
DC0794,IoT Processing,117.41,62.57,58.58,Solar,24582.62,99.89,750.88,0.703,0.441,Medium,0,0.714,0.514,0.523,Peak,Carbon-Neutral Objective,119536.52,0.779
DC0795,Database Queries,488.17,164.93,78.31,Wind,40674.08,14.95,208.87,0.068,0.065,High,1,0.591,0.6,0.973,High,Carbon-Neutral Objective,44189.94,0.864
DC0796,IoT Processing,175.08,191.06,75.3,Wind,47576.11,62.07,427.01,0.194,0.825,Low,0,0.971,0.621,0.657,Renewable Boost,Balanced Approach,159064.45,0.62
DC0797,IoT Processing,99.24,164.42,80.4,Hybrid,2081.24,17.43,1903.95,0.215,0.126,Quantum-Safe,0,0.878,0.707,0.721,Low,Energy-Efficient Focus,157822.08,0.797
DC0798,Web Hosting,396.95,1.31,52.04,Solar,49143.54,23.91,846.96,0.738,0.903,Medium,0,0.604,0.616,0.557,High,Energy-Efficient Focus,26958.39,0.718
DC0799,Web Hosting,332.77,127.64,14.46,Solar,5220.47,49.56,960.03,0.189,0.864,Medium,1,0.669,0.746,0.918,Medium,Performance-Driven Strategy,182852.57,0.73
DC0800,Database Queries,254.12,11.18,67.28,Wind,40904.95,55.94,152.78,0.573,0.465,Medium,1,0.905,0.936,0.514,Low,Carbon-Neutral Objective,42952.78,0.984
DC0801,IoT Processing,282.13,52.26,62.24,Grid,14736.4,33.29,123.25,0.215,0.744,Quantum-Safe,1,0.848,0.856,0.917,Low,Carbon-Neutral Objective,124530.58,0.673
DC0802,AI Training,362.41,12.85,74.35,Hybrid,7476.8,38.48,1448.5,0.862,0.619,Low,1,0.883,0.79,0.57,Low,Conventional,197198.56,0.724
DC0803,Database Queries,121.94,121.16,17.4,Wind,22552.93,17.83,1099.28,0.942,0.803,Quantum-Safe,1,0.721,0.545,0.943,Peak,Carbon-Neutral Objective,177067.32,0.804
DC0804,Cloud Storage,498.2,137.63,19.9,Solar,32553.87,37.29,1041.98,0.518,0.432,Quantum-Safe,0,0.858,0.847,0.865,Low,Energy-Efficient Focus,191529.97,0.945
DC0805,AI Training,487.65,23.78,89.1,Grid,19666.64,96.99,524.09,0.352,0.786,Quantum-Safe,0,0.693,0.583,0.582,Peak,Conventional,71806.76,0.767
DC0806,Web Hosting,328.66,77.38,75.12,Solar,3673.71,95.02,1502.26,0.234,0.462,Low,0,0.606,0.893,0.783,Renewable Boost,Balanced Approach,25587.25,0.898
DC0807,Database Queries,107.78,91.79,90.87,Hybrid,30373.6,40.14,378.06,0.05,0.941,Quantum-Safe,0,0.816,0.625,0.656,Low,Carbon-Neutral Objective,41727.64,0.943
DC0808,Web Hosting,343.31,74.44,75.99,Grid,45217.76,61.38,420.37,0.269,0.486,High,0,0.988,0.709,0.589,Low,Balanced Approach,102596.5,0.724
DC0809,IoT Processing,45.38,25.08,59.92,Grid,19777.55,91.86,948.39,0.654,0.463,Quantum-Safe,1,0.655,0.675,0.93,Low,Balanced Approach,159679.79,0.757
DC0810,AI Training,25.02,84.37,65.59,Wind,11600.31,10.56,608.25,0.534,0.785,Medium,1,0.73,0.929,0.702,Medium,Energy-Efficient Focus,34279.96,0.743
DC0811,Cloud Storage,136.26,150.48,88.97,Grid,22686.29,82.96,532.55,0.944,0.822,High,1,0.837,0.563,0.699,Medium,Conventional,133647.65,0.933
DC0812,IoT Processing,236.69,15.13,58.09,Solar,3369.77,95.35,1308.21,0.396,0.554,High,1,0.771,0.783,0.585,Renewable Boost,Energy-Efficient Focus,68097.63,0.618
DC0813,IoT Processing,435.45,16.96,63.42,Hybrid,41203.89,18.22,1319.39,0.694,0.18,Low,1,0.922,0.571,0.692,High,Energy-Efficient Focus,71534.4,0.723
DC0814,Web Hosting,366.31,71.6,16.07,Solar,41490.7,24.53,1657.81,0.489,0.468,High,1,0.881,0.852,0.936,Medium,Energy-Efficient Focus,134073.96,0.872
DC0815,IoT Processing,373.93,188.4,47.66,Wind,29812.02,96.47,864.53,0.513,0.968,Low,0,0.529,0.953,0.682,Peak,Balanced Approach,96064.89,0.826
DC0816,IoT Processing,218.49,134.05,71.78,Grid,18302.04,58.38,192.52,0.268,0.753,Quantum-Safe,1,0.999,0.717,0.976,Renewable Boost,Energy-Efficient Focus,163346.49,0.775
DC0817,AI Training,179.51,136.06,27.46,Wind,40189.38,11.28,583.65,0.455,0.811,Low,1,0.876,0.744,0.973,Low,Energy-Efficient Focus,35404.11,0.816
DC0818,Web Hosting,191.81,73.02,20.62,Solar,28179.66,33.19,1961.01,0.471,0.033,High,0,0.932,0.964,0.572,Renewable Boost,Energy-Efficient Focus,159039.91,0.679
DC0819,Web Hosting,493.95,119.14,31.73,Solar,41470.68,50.49,1212.7,0.707,0.468,Low,1,0.826,0.76,0.589,Low,Carbon-Neutral Objective,17525.87,0.772
DC0820,AI Training,29.65,3.02,24.53,Solar,31941.48,72.36,1433.99,0.941,0.647,Low,0,0.928,0.744,0.931,Low,Carbon-Neutral Objective,42840.51,0.801
DC0821,Database Queries,434.85,127.58,21.88,Grid,39435.87,75.98,64.35,0.329,0.83,Low,1,0.556,0.789,0.696,Low,Balanced Approach,132949.19,0.96
DC0822,AI Training,293.55,182.74,42.77,Hybrid,30329.59,99.59,1060.5,0.042,0.049,High,0,0.674,0.845,0.502,Low,Conventional,171710.5,0.704
DC0823,Database Queries,224.92,122.9,90.83,Solar,21292.91,35.88,123.18,0.496,0.852,Low,1,0.938,0.553,0.637,Low,Balanced Approach,54272.53,0.947
DC0824,Web Hosting,365.38,174.87,50.95,Wind,47939.35,58.44,1160.0,0.544,0.548,Quantum-Safe,1,0.601,0.911,0.799,Medium,Balanced Approach,68802.36,0.858
DC0825,Cloud Storage,248.47,145.07,19.2,Solar,27514.58,58.0,1845.5,0.168,0.197,High,0,0.539,0.718,0.9,Peak,Carbon-Neutral Objective,109738.55,0.608
DC0826,Cloud Storage,437.98,24.99,8.16,Solar,30649.39,46.51,1938.42,0.76,0.317,Medium,0,0.894,0.536,0.567,Renewable Boost,Carbon-Neutral Objective,46256.7,0.89
DC0827,Database Queries,451.34,180.59,69.77,Solar,11803.89,25.22,1104.08,0.985,0.282,Low,1,0.918,0.893,0.555,Low,Carbon-Neutral Objective,163175.47,0.614
DC0828,AI Training,216.64,14.22,38.59,Wind,31656.89,97.97,943.5,0.946,0.531,High,1,0.581,0.688,0.961,Renewable Boost,Conventional,155859.15,0.999
DC0829,Cloud Storage,145.65,107.26,82.27,Hybrid,29008.77,86.8,1892.78,0.197,0.052,Quantum-Safe,1,0.927,0.55,0.876,Low,Carbon-Neutral Objective,33331.88,0.949
DC0830,Cloud Storage,300.25,29.29,66.12,Hybrid,10057.08,54.85,1363.54,0.875,0.159,High,0,0.843,0.817,0.795,Renewable Boost,Conventional,95446.8,0.719
DC0831,Cloud Storage,457.06,3.33,79.73,Solar,3919.77,64.29,176.55,0.704,0.813,High,0,0.76,0.94,0.885,High,Balanced Approach,156091.41,0.703
DC0832,AI Training,113.22,84.98,27.56,Grid,30613.61,30.45,958.16,0.454,0.133,Medium,0,0.915,0.944,0.714,Peak,Energy-Efficient Focus,70779.26,0.753
DC0833,Web Hosting,315.25,59.71,69.39,Grid,38420.92,58.94,518.48,0.541,0.233,Quantum-Safe,1,0.71,0.979,0.879,High,Performance-Driven Strategy,128455.83,0.742
DC0834,Web Hosting,319.46,97.71,26.77,Grid,26646.67,72.55,966.12,0.85,0.453,Medium,1,0.597,0.934,0.686,Medium,Energy-Efficient Focus,14791.56,0.749
DC0835,IoT Processing,369.23,115.86,93.94,Grid,12111.86,56.37,938.16,0.48,0.517,Low,0,0.642,0.501,0.622,High,Balanced Approach,123694.31,0.727
DC0836,IoT Processing,74.47,9.7,63.82,Grid,33659.58,99.13,1185.18,0.373,0.764,High,0,0.753,0.69,0.865,Peak,Balanced Approach,34767.33,0.848
DC0837,IoT Processing,360.75,25.48,32.79,Grid,4925.18,65.02,745.7,0.493,0.447,High,1,0.766,0.909,0.71,Low,Carbon-Neutral Objective,166963.75,0.666
DC0838,AI Training,455.43,112.17,27.32,Wind,22649.85,43.39,370.33,0.579,0.79,Quantum-Safe,0,0.903,0.683,0.991,High,Carbon-Neutral Objective,74312.65,0.938
DC0839,AI Training,98.04,69.29,19.5,Grid,9004.97,79.49,1032.25,0.189,0.618,Quantum-Safe,0,0.896,0.801,0.675,Low,Performance-Driven Strategy,59903.0,0.925
DC0840,Database Queries,126.4,146.11,69.62,Grid,10038.49,25.34,1668.9,0.901,0.113,Medium,0,0.791,0.803,0.961,Medium,Balanced Approach,168973.35,0.791
DC0841,IoT Processing,485.98,130.81,22.26,Grid,10912.4,44.61,1344.82,0.674,0.156,Low,1,0.89,0.683,0.966,High,Balanced Approach,14778.08,0.941
DC0842,IoT Processing,98.68,169.28,59.73,Solar,19948.65,41.23,709.82,0.633,0.437,High,1,0.596,0.952,0.621,High,Conventional,82338.72,0.699
DC0843,IoT Processing,428.65,138.81,26.83,Solar,3506.36,48.86,1874.27,0.099,0.397,Medium,1,0.525,0.752,0.899,Medium,Balanced Approach,77150.69,0.607
DC0844,AI Training,251.22,86.56,66.37,Wind,20491.88,80.36,1828.8,0.604,0.744,Medium,1,0.937,0.732,0.717,Peak,Conventional,60536.07,0.848
DC0845,Web Hosting,131.14,134.92,81.59,Grid,26073.66,53.58,458.23,0.121,0.581,Medium,0,0.538,0.999,0.959,Low,Carbon-Neutral Objective,182792.09,0.783
DC0846,AI Training,436.67,55.8,77.91,Solar,24681.42,81.46,126.86,0.079,0.388,Quantum-Safe,0,0.623,0.747,0.725,Renewable Boost,Energy-Efficient Focus,151431.04,0.827
DC0847,IoT Processing,228.2,61.96,76.2,Wind,19756.42,61.88,1495.55,0.527,0.171,Quantum-Safe,0,0.848,0.589,0.872,Low,Energy-Efficient Focus,17465.02,0.96
DC0848,Web Hosting,262.26,158.01,19.18,Hybrid,42118.18,40.79,1663.84,0.403,0.227,Quantum-Safe,0,0.705,0.757,0.733,Peak,Conventional,144364.05,0.988
DC0849,Web Hosting,186.02,89.84,9.29,Grid,8121.01,82.9,1937.34,0.589,0.576,Low,0,0.938,0.907,0.614,Medium,Conventional,107823.33,0.854
DC0850,Database Queries,300.55,159.88,70.05,Wind,25779.14,31.45,1785.18,0.089,0.423,Quantum-Safe,1,0.649,0.888,0.6,Low,Carbon-Neutral Objective,180669.24,0.906
DC0851,AI Training,90.13,164.66,37.15,Hybrid,4040.03,30.19,1221.04,0.431,0.515,High,1,0.506,0.894,0.713,Medium,Performance-Driven Strategy,66024.4,0.634
DC0852,Web Hosting,201.63,171.65,43.52,Hybrid,4486.63,55.41,1083.6,0.175,0.171,Medium,0,0.65,0.854,0.878,Low,Balanced Approach,116961.59,0.664
DC0853,IoT Processing,485.01,183.41,3.6,Solar,29119.43,33.48,104.29,0.987,0.663,Medium,1,0.789,0.627,0.803,Low,Balanced Approach,102647.28,0.893
DC0854,AI Training,136.49,86.77,26.33,Wind,28734.9,10.82,530.98,0.561,0.853,Quantum-Safe,0,0.688,0.931,0.844,High,Carbon-Neutral Objective,100464.38,0.773
DC0855,AI Training,331.8,64.45,3.85,Wind,44023.64,68.35,946.25,0.687,0.258,High,0,0.767,0.947,0.641,High,Balanced Approach,93940.55,0.778
DC0856,Web Hosting,169.34,116.86,87.98,Grid,28335.81,56.0,1275.58,0.325,0.492,High,1,0.938,0.597,0.741,Low,Carbon-Neutral Objective,45097.75,0.723
DC0857,IoT Processing,389.0,74.86,24.72,Solar,48029.76,50.1,1136.64,0.095,0.976,High,1,0.956,0.565,0.522,Medium,Balanced Approach,152363.43,0.843
DC0858,Database Queries,74.13,120.61,55.96,Grid,3386.05,97.03,1498.14,0.976,0.333,Low,0,0.633,0.988,0.909,High,Energy-Efficient Focus,93010.53,0.674
DC0859,Cloud Storage,485.21,141.41,4.38,Solar,5802.38,61.41,595.55,0.286,0.595,Low,1,0.731,0.934,0.995,Medium,Carbon-Neutral Objective,191910.67,0.851
DC0860,Database Queries,232.36,137.99,66.85,Grid,3159.23,87.71,1151.66,0.424,0.09,Quantum-Safe,1,0.775,0.947,0.703,Peak,Energy-Efficient Focus,55857.64,0.67
DC0861,Web Hosting,125.66,75.54,32.64,Wind,10078.57,22.55,221.88,0.65,0.606,High,0,0.975,0.943,0.505,High,Performance-Driven Strategy,138135.05,0.626
DC0862,Database Queries,46.01,34.21,89.84,Grid,27522.24,61.23,856.65,0.025,0.09,Medium,0,0.999,0.771,0.585,High,Energy-Efficient Focus,188439.83,0.732
DC0863,AI Training,93.18,86.68,88.87,Hybrid,32633.04,88.12,1512.81,0.81,0.959,Quantum-Safe,0,0.618,0.823,0.826,High,Carbon-Neutral Objective,134374.37,0.692
DC0864,AI Training,264.69,29.38,32.87,Grid,3233.67,62.48,1402.13,0.537,0.716,Low,0,0.863,0.773,0.806,Peak,Performance-Driven Strategy,174898.22,0.956
DC0865,AI Training,175.13,178.13,90.15,Wind,47352.57,74.62,1981.75,0.278,0.788,Quantum-Safe,1,0.689,0.526,0.894,Peak,Energy-Efficient Focus,166358.79,0.622
DC0866,Database Queries,416.15,69.83,99.62,Solar,42266.1,43.48,591.89,0.062,0.704,Medium,1,0.504,0.873,0.627,High,Carbon-Neutral Objective,75222.95,0.671
DC0867,Web Hosting,221.13,31.74,82.63,Solar,15534.01,18.32,1021.47,0.162,0.59,Quantum-Safe,0,0.505,0.753,0.882,Renewable Boost,Conventional,122024.17,0.819
DC0868,Database Queries,131.87,6.06,84.56,Hybrid,4782.19,51.21,692.58,0.895,0.45,High,1,0.73,0.824,0.844,Low,Performance-Driven Strategy,35470.96,0.792
DC0869,AI Training,312.4,129.52,25.28,Hybrid,9324.47,45.5,909.18,0.686,0.858,Low,1,0.744,0.751,0.661,Peak,Performance-Driven Strategy,109427.55,0.618
DC0870,AI Training,356.32,127.74,57.88,Grid,7220.28,88.04,1721.05,0.25,0.957,Low,0,0.511,0.746,0.773,High,Energy-Efficient Focus,49932.28,0.603
DC0871,IoT Processing,91.85,68.78,7.19,Solar,7040.91,31.96,1384.21,0.066,0.499,Quantum-Safe,1,0.843,0.586,0.574,High,Performance-Driven Strategy,150028.68,0.995
DC0872,IoT Processing,92.13,15.27,9.94,Solar,26409.52,97.01,1770.76,0.691,0.932,Medium,0,0.647,0.639,0.726,Medium,Performance-Driven Strategy,107971.39,0.864
DC0873,AI Training,27.97,82.52,99.89,Solar,13046.52,96.23,446.85,0.572,0.583,Medium,1,0.78,0.579,0.941,Medium,Energy-Efficient Focus,85189.34,0.746
DC0874,Web Hosting,370.84,62.93,33.0,Hybrid,18548.85,32.29,1753.05,0.405,0.538,Low,1,0.65,0.598,0.711,Low,Carbon-Neutral Objective,57415.43,0.788
DC0875,Database Queries,335.26,135.75,74.94,Grid,49485.76,41.32,166.54,0.364,0.454,Quantum-Safe,1,0.584,0.986,0.92,Medium,Energy-Efficient Focus,199746.2,0.707
DC0876,Database Queries,242.57,121.55,80.76,Wind,34531.4,90.6,1782.77,0.217,0.209,High,0,0.704,0.577,0.795,Low,Conventional,18983.55,0.738
DC0877,Cloud Storage,423.64,73.55,85.87,Solar,47500.05,97.0,691.69,0.67,0.004,High,0,0.616,0.635,0.596,Low,Conventional,13494.33,0.86
DC0878,Web Hosting,404.78,44.36,99.76,Hybrid,7985.27,49.91,663.45,0.971,0.242,High,0,0.767,0.795,0.791,Medium,Performance-Driven Strategy,47365.19,0.953
DC0879,AI Training,296.82,197.62,24.53,Wind,19724.83,38.89,1048.57,0.176,0.51,Medium,0,0.599,0.805,0.753,Renewable Boost,Conventional,194359.13,0.674
DC0880,Cloud Storage,435.45,91.35,4.51,Grid,28181.86,57.35,1884.35,0.597,0.38,High,1,0.754,0.577,0.699,High,Performance-Driven Strategy,195951.44,0.936
DC0881,Database Queries,110.86,137.97,41.41,Grid,4761.15,71.9,143.17,0.424,0.448,Low,0,0.579,0.897,0.56,Medium,Balanced Approach,132710.91,0.649
DC0882,Web Hosting,64.84,28.97,13.44,Grid,1205.18,34.61,736.85,0.447,0.981,Quantum-Safe,1,0.835,0.893,0.708,Peak,Performance-Driven Strategy,176620.8,0.686
DC0883,Cloud Storage,142.18,97.63,2.73,Wind,33851.28,76.28,1720.32,0.254,0.35,High,0,0.877,0.619,0.536,Low,Performance-Driven Strategy,46722.54,0.615
DC0884,AI Training,37.97,6.48,36.36,Wind,32449.16,14.65,822.31,0.825,0.452,High,1,0.555,0.644,0.549,Low,Performance-Driven Strategy,194548.21,0.656
DC0885,Cloud Storage,270.27,101.59,78.48,Wind,21128.65,14.44,438.36,0.485,0.134,High,1,0.734,0.969,0.708,Renewable Boost,Carbon-Neutral Objective,32843.05,0.967
DC0886,Cloud Storage,468.94,192.84,56.83,Hybrid,24992.56,44.77,878.35,0.543,0.048,Quantum-Safe,0,0.535,0.913,0.653,Medium,Balanced Approach,24719.41,0.784
DC0887,Database Queries,29.28,77.46,31.62,Grid,21356.71,41.81,801.83,0.305,0.775,High,0,0.799,0.849,0.963,Medium,Conventional,26881.25,0.631
DC0888,Database Queries,69.83,8.76,65.61,Wind,2176.25,38.41,1835.06,0.182,0.571,Quantum-Safe,1,0.632,0.541,0.688,Peak,Balanced Approach,116759.95,0.984
DC0889,Cloud Storage,231.58,7.16,23.59,Hybrid,17433.21,54.19,1535.77,0.086,0.761,High,0,0.764,0.709,0.879,Low,Conventional,157290.01,0.952
DC0890,IoT Processing,467.6,78.21,1.93,Solar,9677.03,38.87,1034.98,0.714,0.15,Low,0,0.759,0.78,0.765,Peak,Performance-Driven Strategy,76500.1,0.902
DC0891,IoT Processing,164.92,32.84,76.55,Wind,5822.79,27.3,1977.32,0.196,0.572,Quantum-Safe,1,0.962,0.594,0.852,Medium,Energy-Efficient Focus,195689.72,0.973
DC0892,Web Hosting,258.55,5.65,62.56,Wind,47879.3,37.85,957.29,0.69,0.254,Low,1,0.775,0.724,0.63,Peak,Performance-Driven Strategy,89711.93,0.688
DC0893,IoT Processing,30.37,151.49,76.35,Grid,30368.63,97.74,163.56,0.39,0.228,Low,1,0.791,0.801,0.971,High,Performance-Driven Strategy,34337.47,0.935
DC0894,IoT Processing,82.69,92.25,4.37,Solar,36704.16,47.0,561.43,0.416,0.012,Quantum-Safe,1,0.701,0.664,0.765,Peak,Energy-Efficient Focus,95863.52,0.876
DC0895,Web Hosting,493.45,58.56,83.79,Grid,16452.82,50.02,900.34,0.469,0.13,Quantum-Safe,0,0.975,0.89,0.916,Low,Energy-Efficient Focus,137412.25,0.948
DC0896,Cloud Storage,482.91,180.12,62.14,Hybrid,20264.21,61.89,355.96,0.368,0.309,High,0,0.889,0.92,0.683,Peak,Conventional,167284.03,0.919
DC0897,IoT Processing,12.42,24.11,56.56,Grid,12609.28,98.5,1897.75,0.101,0.117,Medium,1,0.643,0.662,0.55,Low,Energy-Efficient Focus,94459.82,0.739
DC0898,Cloud Storage,476.39,191.23,62.65,Solar,5751.32,31.74,1545.36,0.31,0.986,Quantum-Safe,1,0.922,0.919,0.837,Peak,Energy-Efficient Focus,120753.33,0.91
DC0899,Database Queries,323.17,63.48,86.51,Wind,9772.55,71.32,573.16,0.664,0.309,Low,0,0.716,0.552,0.504,High,Carbon-Neutral Objective,57132.22,0.705
DC0900,Cloud Storage,435.28,177.79,58.9,Solar,40078.19,74.44,1202.07,0.666,0.13,High,1,0.914,0.919,0.738,Medium,Conventional,130953.72,0.731
DC0901,Web Hosting,232.82,120.99,58.3,Grid,34199.74,64.66,1456.83,0.286,0.199,Quantum-Safe,1,0.911,0.576,0.596,Low,Conventional,197264.53,0.643
DC0902,IoT Processing,262.64,165.51,99.07,Wind,27799.51,17.97,1885.49,0.46,0.588,Quantum-Safe,0,0.594,0.541,0.814,Renewable Boost,Carbon-Neutral Objective,14565.45,0.974
DC0903,Web Hosting,249.53,196.82,75.79,Hybrid,24279.4,70.92,1769.19,0.193,0.064,High,1,0.851,0.821,0.99,Low,Energy-Efficient Focus,177873.48,0.716
DC0904,Web Hosting,336.76,58.39,44.51,Wind,46199.28,15.77,1054.62,0.21,0.862,Low,0,0.645,0.736,0.732,Renewable Boost,Carbon-Neutral Objective,114645.09,0.808
DC0905,AI Training,78.43,192.27,70.89,Solar,4564.01,63.65,1560.57,0.023,0.961,Low,1,0.649,0.954,0.909,Peak,Energy-Efficient Focus,54159.24,0.757
DC0906,Web Hosting,24.69,78.51,39.23,Solar,14749.44,76.56,1146.18,0.897,0.247,Medium,1,0.648,0.682,0.754,Medium,Conventional,191203.49,0.984
DC0907,Database Queries,160.89,77.72,23.27,Grid,18146.95,28.99,1127.77,0.211,0.45,Quantum-Safe,0,0.863,0.644,0.748,Medium,Performance-Driven Strategy,99254.09,0.734
